open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_base_volume,taker_quote_volume,ignore,return_1d,return_7d,volatility_7d,rsi,sma_20,sma_50,sma_200,macd
26248.39,26446.15,25990.46,26304.81,26266.2039,1695686399999,688252596.3809944,873488,12654.58207,331622453.1518055,0,0.002149846961984,-0.0171022822597729,373.3818189073003,46.28780392927069,26323.917,26886.0458,27888.16325,-39.885110293587786
26304.8,26397.46,26088.34,26221.67,18495.35066,1695772799999,485217905.0421048,697727,8813.76144,231246870.5474588,0,-0.0031606386816709,-0.0363315161266375,312.0185860383773,45.09449412798492,26347.003000000004,26826.258,27918.51815,-57.97708527974464
26221.68,26850.0,26112.06,26372.99,34771.57978,1695859199999,918797815.048481,939690,16813.75506,444221386.42614096,0,0.0057707994952267,-0.0277238709677418,160.9880577353276,47.73547140448584,26352.902500000004,26758.3094,27948.104450000003,-59.41989092098083
26373.0,27308.48,26342.4,27021.39,44517.83491,1695945599999,1193420040.1309185,1158974,22463.19242,602340703.6015062,0,0.0245857599005647,0.0170622039680699,281.274701518537,57.22903337321093,26408.447000000004,26707.0974,27973.22585,-8.148927922851726
27021.39,27244.89,26665.16,26906.96,28478.76219,1696031999999,767827314.931909,878610,14409.35554,388591243.2591525,0,-0.0042347932508283,0.0122956462983265,325.3042834903912,55.31926741684359,26458.7145,26656.1216,27987.19325,22.985176168818725
26906.96,27094.99,26886.31,26962.56,12804.62307,1696118399999,345406056.6806953,534908,6221.24272,167818583.0599575,0,0.0020663798511613,0.0145469815577687,366.2809869876168,56.086073560608526,26514.762,26606.8522,27998.654,51.55138107062885
26962.57,28065.51,26954.09,27992.57,24602.81468,1696204799999,674657121.9944204,883593,12815.98694,351622961.4701274,0,0.0382014912530559,0.0664494342127017,614.5916894399163,67.2866745439677,26656.2645,26578.1002,28017.18855,155.51087059688143
27992.58,28580.0,27281.44,27494.51,57071.14241,1696291199999,1600944483.4902065,1464158,28423.61,797598852.4797783,0,-0.0177925785306601,0.0452274698049519,610.8850602395189,59.397490957849286,26738.985,26541.9136,28029.6672,195.45712739839652
27494.51,27676.52,27160.5,27426.46,28928.96555,1696377599999,794301815.4265021,1202377,13562.03527,372402100.7967512,0,-0.0024750395624435,0.0459463489548912,519.1673795241055,58.390156282767634,26799.208,26501.8242,28029.82385,219.09813056313945
27426.45,27839.72,27202.0,27778.57,29816.142,1696463999999,820421385.2557852,1188381,15077.70185,414806576.3484014,0,0.0128383320341014,0.0532961943260887,423.31010869552927,61.982849687486414,26862.0,26473.3956,28034.17925,263.2119862555919
27778.57,28120.39,27352.0,27410.39,30681.49619,1696550399999,849415594.0472504,1210397,14985.99405,415039706.5866476,0,-0.0132541019930111,0.0143960025742568,394.6326562284385,56.490409772674106,26902.5195,26446.993200000004,28031.366849999995,265.40407278095154
27410.39,28295.0,27175.94,27931.09,37983.24277,1696636799999,1052864393.8176136,1326700,19091.24006,529241188.5573689,0,0.0189964462380871,0.0380618992260739,358.9820357821348,61.66421634847713,26971.0905,26473.1468,28032.437250000003,305.6342935882203
27931.1,28029.67,27842.08,27956.67,13348.83825,1696723199999,372820279.5231431,641623,6392.35089,178534947.7787839,0,0.0009158253401495,0.0368700153101189,261.66547102849444,61.90388077613102,27042.5485,26511.2002,28031.69325,335.71125526242395
27956.67,28095.14,27687.5,27917.05,19693.56921,1696809599999,549839951.4800811,822730,9216.08271,257333249.5330772,0,-0.001417193106332,-0.0026978587532334,249.4858746740941,61.26501388212836,27100.2755,26547.541,28035.023650000003,352.2894872833822
27917.06,27987.93,27260.0,27590.12,31534.74639,1696895999999,870014634.3621609,1156525,15077.43003,415887241.10445,0,-0.0117107645686059,0.0034774214925088,238.60641705934287,56.11838710947707,27119.2685,26575.5436,28031.4972,335.1835495529849
27590.12,27735.0,27298.0,27390.12,22776.84383,1696982399999,626258724.2775784,1002272,10851.22317,298354384.6981499,0,-0.0072489717333595,-0.0013249978305621,246.22371539679528,53.17544848674709,27132.5245,26600.8076,28031.17545,302.0072900826999
27390.12,27477.39,26538.66,26875.52,37349.44706,1697068799999,1007065585.9346406,1336479,17460.0774,470620209.7857447,0,-0.0187877964755174,-0.0325088728469463,395.8001327630356,46.42880176956199,27147.896499999995,26617.198,28028.2383,231.5221034312453
26875.52,26947.04,26555.0,26759.63,23428.64112,1697155199999,626909068.3868717,1066082,11128.85943,297794983.5412317,0,-0.0043121026123401,-0.0237413623082342,504.269322155006,45.042802268922784,27156.871,26623.7362,28022.1962,164.41545174214116
26759.63,27130.0,26685.0,26862.0,24115.76499,1697241599999,647553796.3580662,1035322,11209.65389,301049285.742293,0,0.0038255386939205,-0.0382759856489668,509.7836786884733,46.560378091123646,27171.173,26637.3752,28020.88165,118.13160267812054
26862.0,26989.58,26789.0,26852.48,10417.25576,1697327999999,280059019.0534013,517837,4378.85219,117730324.8186729,0,-0.0003544039907676,-0.0394964779424731,453.39082627203305,46.4319701569848,27201.378000000004,26653.2246,28018.8387,79.76366848063117
26852.48,27293.33,26808.25,27154.15,15274.6917,1697414399999,412673965.3439348,682942,7802.69243,210833694.13443276,0,0.0112343440903783,-0.0273273859523122,317.4924409524238,51.03981909377425,27243.845,26675.9602,28012.86645,72.8591768047554
27154.14,30000.0,27112.66,28500.78,78399.22445,1697500799999,2210785548.236096,2289339,40738.04173,1148700588.6793344,0,0.0495920513070744,0.0330067429935063,614.3424072127996,65.36286459752597,27357.8005,26723.9404,28015.2277,174.04284655380252
28500.77,28613.65,28069.32,28395.91,38428.44532,1697587199999,1090741746.4830873,1345810,18994.06799,539218488.3415859,0,-0.0036795484193765,0.0367209052023138,765.4592582856708,63.79761195197028,27458.9465,26769.4586,28014.88045,242.96870921697337
28395.91,28982.36,28142.87,28320.0,32162.47591,1697673599999,914773525.152758,1215235,15590.14442,443515753.8170772,0,-0.0026732723128084,0.0537470530802752,811.757640666816,62.62849554530964,27523.877,26781.5318,28014.2168,288.1460807141375
28320.0,28916.89,28100.66,28713.71,35895.50179,1697759999999,1023984017.0322788,1330256,18427.23743,525695852.56325006,0,0.0139021892655366,0.0730234311909394,830.7194353834519,66.09853154542853,27614.2145,26809.806200000003,28016.926,351.6648067507849
28713.71,30207.55,28578.29,29669.04,59422.0992,1697846399999,1753411192.5510907,1915748,29466.75927,869634841.3281221,0,0.0332708660775638,0.1044985481349118,954.7051716529708,72.7180998481528,27749.538499999995,26884.3714,28026.271200000003,473.63127522108334
29669.05,30379.99,29464.77,29909.8,27517.51897,1697932799999,821964508.4353629,1152137,13836.12444,413323530.3421796,0,0.008114856429463,0.1138561503444002,918.4276716836468,74.09111545915141,27845.4,26966.4664,28034.99285,582.997468179623
29909.8,30248.0,29640.0,29992.46,22852.54563,1698019199999,683854827.8969324,1008299,11161.46844,334011129.2314961,0,0.0027636426856749,0.104525827543856,750.874729685915,74.56441741483361,27970.2975,27048.9254,28044.1051,668.6333462163202
29992.46,34741.91,29883.6,33069.99,93513.64246,1698105599999,2941620022.865188,2839938,47839.23087,1505815243.5676997,0,0.1026101226774995,0.1603187702231308,1636.1023712760627,85.3181887477804,28252.474,27190.901,28069.28595,973.6081982824908
33069.99,35280.0,32832.34,33922.73,115265.02418,1698191999999,3933194868.1611967,2850160,57409.31981,1959449469.465793,0,0.025785916475935,0.1946343681185074,2143.1372712251027,86.96293182841039,28559.681999999997,27352.835199999998,28099.36795,1269.4782026274115
33922.73,35132.85,33679.05,34496.05,54887.02529,1698278399999,1888210825.6063828,1643976,26150.50377,900236395.3726264,0,0.0169007624091575,0.2180808615819209,2350.627647394436,87.9410536226787,28913.965000000004,27526.9142,28132.1563,1532.553126799332
34496.05,34824.13,33751.0,34151.66,39744.66255,1698364799999,1363077907.10912,1382785,18528.43061,635547858.4928182,0,-0.0099834618746204,0.1893851404085367,2210.748265790355,83.87043854552505,29224.9935,27694.748400000004,28161.2958,1693.7282596770565
34151.66,34245.0,33390.95,33892.02,32330.40106,1698451199999,1096889423.419842,1112240,14310.32429,485405697.9244015,0,-0.0076025587043209,0.1423362535491541,1977.419581758915,80.83262707702191,29521.76100000001,27847.488800000003,28182.5692,1779.991303844192
33892.01,34493.33,33860.0,34081.0,16880.13144,1698537599999,575936523.347353,607438,8313.30759,283656619.58636194,0,0.0055759438357467,0.1394593076516728,1552.4316185660384,81.36178481649316,29829.9585,28010.898800000003,28201.9721,1842.366836409965
34081.01,34750.11,33930.0,34525.89,20685.52176,1698623999999,711652985.1790963,717480,10053.96096,345933681.79684675,0,0.0130539010005574,0.1511523229505016,488.52890077759145,82.58096562797446,30176.747,28183.3844,28225.161199999995,1905.730722763092
34525.88,34856.0,34062.84,34474.73,33657.95976,1698710399999,1159771907.642105,1117727,15237.56781,525162190.5371194,0,-0.0014817865665446,0.0424777872627117,275.25411844970506,81.9173717324946,30530.9775,28356.0468,28245.66565,1929.5759246321977
34474.74,34720.49,34025.0,34639.77,32737.89822,1698796799999,1125442444.4884882,1179053,15843.795,544722903.4968481,0,0.0047872746211499,0.0211374497276601,279.3268797010414,82.40847109918667,30919.19,28545.5918,28266.52985,1939.4341776677463
34639.78,35582.0,34097.39,35421.43,53473.28165,1698883199999,1856348820.4794536,1624635,25779.0029,895387891.4676665,0,0.0225653923221778,0.0268256800416277,503.7160042076709,84.54881244346785,31352.28,28737.2184,28292.161550000004,1987.4107100726
35421.43,35984.99,34300.0,34941.59,48015.57732,1698969599999,1686141698.092171,1450837,23303.3535,818365718.954931,0,-0.0135466015911837,0.0231300616134031,512.7789752716583,78.25445007396212,31756.2595,28911.6102,28315.34625,1964.0727715285684
34941.58,34946.5,34120.0,34716.78,39071.20644,1699055999999,1347962831.5658624,1237373,19168.85669,661176167.7749345,0,-0.006433880083877,0.024334931939731,417.4452629925649,75.4214727453371,32149.4745,29075.4912,28341.7788,1905.471904902577
34716.78,35255.0,34585.18,35062.07,18377.55545,1699142399999,639958598.4198353,794787,9229.16649,321479754.9172934,0,0.0099459108822881,0.0287864205862504,337.5633803552016,76.81010091936918,32544.8705,29244.7326,28365.189100000003,1865.3892668918636
35062.06,35380.0,34448.0,35011.88,24528.73376,1699228799999,859350974.0014893,1038468,11870.33193,415912075.9000027,0,-0.0014314614054447,0.0140761034690197,314.7492593503426,76.13674866101442,32870.4255,29413.776800000003,28396.263,1808.7237326453903
35011.89,35276.33,34725.9,35046.09,22346.47086,1699315199999,782427702.2653205,988246,10770.27727,377126281.15309054,0,0.0009770969168179,0.0165732987611504,256.07203040711914,76.28932544506212,33202.9345,29584.1484,28430.2752,1746.4444253851034
35046.09,35888.0,34523.06,35399.12,38688.73692,1699401599999,1358031361.1978528,1352796,19375.26868,680382009.6599416,0,0.0100733063231877,0.0219213349280322,250.1309600221102,77.86234350056723,33556.8905,29756.8806,28470.9566,1705.9095330827697
35399.13,36106.0,35100.0,35624.72,33401.34137,1699487999999,1185492160.4927278,1132568,17192.8245,610314635.3798897,0,0.0063730397817798,0.0057391810550844,302.0407467933528,78.82893861430841,33902.441,29925.1698,28509.99595,1672.7074432950903
35624.72,37972.24,35534.05,36701.09,82537.88885,1699574399999,3033417922.782681,2138765,42156.81236,1550254981.0451877,0,0.0302141322093196,0.0503554646482886,657.2799641666442,82.7082823258842,34254.0435,30116.6916,28555.548400000003,1713.4964904039516
36701.1,37526.0,36324.71,37301.63,43414.04898,1699660799999,1605069174.5241032,1297729,21388.56879,790671818.768367,0,0.0163630017528089,0.0744553498337114,909.484326370686,84.42325561385246,34623.634999999995,30331.3626,28604.5019,1773.8330202994548
37301.63,37408.26,36666.93,37130.0,22984.97235,1699747199999,851924612.7339427,923300,10728.65792,397673179.6679197,0,-0.0046011394140148,0.0589791190309072,986.940591655238,81.92257199720609,34980.512,30542.3598,28648.64795,1787.1993269663071
37129.99,37222.22,36731.1,37064.13,17687.18874,1699833599999,655570813.1382711,810885,8506.46051,315285367.544748,0,-0.0017740371667116,0.0586158184022109,937.4464420407584,80.9317520536324,35180.219,30752.1232,28691.89215,1772.0499737626596
37064.13,37417.99,36333.0,36462.93,32798.18252,1699919999999,1208037462.3041444,1217191,15442.44512,568916594.9113175,0,-0.0162205345167955,0.0404279050815654,749.755507335948,72.33285481701249,35307.22900000001,30956.4142,28726.84295,1692.027546338002
36462.93,36744.0,34800.0,35551.19,45503.68416,1700006399999,1639130785.08681,1404428,21205.18615,763841642.8808781,0,-0.0250045731377044,0.0042958695018406,712.9541742600783,61.63728268577721,35359.986,31141.3418,28758.0404,1537.3181511040093
35551.2,37980.0,35360.0,37858.2,53569.13385,1700092799999,1963249656.5094736,1545427,28142.1424,1031669501.9934208,0,0.0648926238474716,0.0626946681966902,730.4752515507939,72.65532313230509,35545.313,31374.0724,28801.17915,1582.6227770476908
37858.2,37929.54,35500.0,36163.51,47490.39566,1700179199999,1744503339.0151725,1542446,22214.04928,815932555.1331267,0,-0.0447641462087472,-0.0146475213678938,777.5686586770119,59.20383548932046,35658.8875,31569.882800000003,28835.83065,1464.8933212822303
36163.51,36800.0,35861.1,36613.92,38283.61112,1700265599999,1391225051.1923273,1349322,18403.36411,668865883.1417465,0,0.0124548197893399,-0.0184364597472014,744.9458439310217,61.25688693936228,35785.5335,31761.7334,28878.55895,1391.891345155076
36613.91,36845.49,36178.58,36568.1,17102.24186,1700351999999,624434069.5256634,784498,8101.54756,295795105.4300323,0,-0.0012514366120863,-0.0151333153784002,719.7278758303346,60.92101065342042,35887.644,31954.9562,28918.050149999995,1315.178898387021
36568.11,37500.0,36384.02,37359.86,21246.34648,1700438399999,781531839.4371592,862400,10575.25293,389089868.806342,0,0.0216516581391978,0.007978873374338,758.3533988279554,64.53923639497461,36031.9005,32162.9022,28959.71865,1303.2491022196118
37359.85,37750.0,36677.0,37448.78,36022.70291,1700524799999,1343722642.386475,1485050,17591.22652,656245983.7397183,0,0.0023800945720888,0.0270370483118058,806.9495610393059,64.93193085087029,36172.351,32352.0264,29002.771750000004,1286.1438875332317
37448.79,37649.44,35735.0,35741.65,47646.54804,1700611199999,1756747495.981855,1936895,22371.42068,824920009.55786,0,-0.0455857306967009,0.0053573452815502,759.8667303043562,52.834886132687615,36188.362,32516.9692,29033.95195,1121.9041451147496
35741.65,37861.1,35632.01,37408.34,45051.30697,1700697599999,1657141022.427348,1648374,23046.71174,847145468.3259536,0,0.0466315908750714,-0.0118827625190843,671.5108386989008,60.560385310370606,36311.6995,32716.6068,29076.752649999995,1113.3963794579322
37408.35,37653.44,36870.0,37294.28,23827.92882,1700783999999,888826648.8541473,992284,11086.35132,413539343.94482046,0,-0.0030490526978742,0.031268259082152,640.0091417015285,59.83803772148849,36440.5745,32906.921,29121.07355,1084.9436698469508
37294.27,38414.0,37251.51,37713.57,44680.80646,1700870399999,1688715728.079148,1379414,22349.17236,844803081.6321824,0,0.0112427428549364,0.0300336593295664,685.8795264091486,61.64896299688135,36573.14949999999,33112.9846,29171.29745,1083.7352657945012
37713.57,37888.0,37591.1,37780.67,11396.14464,1700956799999,430165251.7609749,569448,5153.91116,194536221.28509408,0,0.0017792004310384,0.0331592289454469,689.2316178107974,61.94469174810083,36711.589,33309.976200000005,29222.05945,1075.7909575962112
37780.67,37814.63,37150.0,37447.43,21264.53723,1701043199999,797321193.5893991,848020,10204.51641,382571274.0460783,0,-0.008820383545342,0.002343959533039,692.3542601805007,59.49117908819354,36831.656,33499.7914,29271.30285,1030.7238106306468
37447.42,37569.23,36707.0,37242.7,30001.07376,1701129599999,1112557435.2767923,1238017,14458.63822,536129095.56684417,0,-0.0054671308551749,-0.0055029830077242,687.4575925757819,57.97199127014675,36923.835,33686.3044,29322.67325,967.3369141689618
37242.7,38377.0,36868.41,37818.87,37544.46667,1701215999999,1414360251.6823456,1272779,18168.56198,684514270.9388716,0,0.0154706828452289,0.0581176302716859,237.94291720330963,60.99108503939655,37033.5425,33890.8794,29377.79255,952.613312506168
37818.88,38450.0,37570.0,37854.64,32994.19107,1701302399999,1252586505.66259,1131353,15588.96473,591917955.4743968,0,0.0009458241348827,0.0119304946437077,258.96076323419487,61.17753994824429,37091.22,34100.1698,29433.18935,933.0751822859602
37854.65,38145.85,37500.0,37723.96,24740.29147,1701388799999,934491058.960814,1007791,11484.45424,433772722.5045633,0,-0.0034521527611939,0.0115213378566365,225.0050185674706,60.04830177757045,37112.3365,34317.1386,29487.22105,896.7095796087451
37723.97,38999.0,37615.86,38682.52,43415.66324,1701475199999,1669750777.6239817,1523417,22408.27301,861977420.1631953,0,0.0254098456259628,0.0256923436312179,451.45723976133416,65.13236447751925,37189.9625,34555.596399999995,29544.82295,934.4654227578358
38682.51,39717.14,38641.61,39450.35,26696.92161,1701561599999,1043421976.7660652,1034690,13166.65386,514763687.5746009,0,0.0198495341048101,0.0441940283218904,771.5112221876519,68.58136617201534,37309.2735,34807.3634,29606.9055,1014.6484289543369
39450.35,40250.0,39274.86,39972.26,26710.65335,1701647999999,1059860641.0494444,1151524,13333.29632,529259227.1675092,0,0.0132295404223283,0.067423318502765,1007.151901582612,70.70272147983985,37484.74,35069.759,29669.73875,1107.5407736501147
39972.26,42420.0,39972.26,41991.1,79272.33059,1701734399999,3285736844.1408806,2112219,38595.61905,1599710862.0871768,0,0.0505060259289815,0.1274988118476909,1554.3462249920865,77.1341151806806,37806.7355,35366.498,29745.58785,1328.745194438539
41991.1,44488.0,41414.0,44073.32,67490.74644,1701820799999,2890205389.4901266,2072700,34815.80813,1491813847.238968,0,0.0495871744250566,0.1653790819239178,2322.6751681657456,81.61655205237162,38117.4915,35677.9488,29831.553150000003,1653.0141258888616
44073.82,44297.21,43335.28,43762.69,51431.10492,1701907199999,2256979505.594805,1876282,25092.62492,1101273363.0864296,0,-0.0070480281494563,0.156072016534829,2495.4250180708177,79.12460287853342,38497.4505,35985.2844,29914.85445,1863.4536120577611
43762.69,44047.33,42821.1,43273.14,47103.26845,1701993599999,2046945851.8836448,1414759,22635.67672,983629776.4938614,0,-0.0111864695703121,0.1470996152047663,2218.449705450566,75.226356315068,38830.4115,36284.3472,29997.48125,1968.039493106808
43273.15,44700.0,43081.1,44170.99,42900.37556,1702079999999,1875581755.4469104,1311268,20818.67861,910357262.894073,0,0.0207484365590293,0.1418850167982852,1971.279155327309,77.42325719285368,39210.556,36593.4928,30084.08985,2099.1755595343275
44171.0,44358.02,43584.51,43713.6,24925.97008,1702166399999,1096487106.564834,987352,11598.00774,510255993.8680859,0,-0.0103549863835969,0.1080662148751532,1520.6131252492514,73.83131971557506,39528.243,36874.384,30166.5598,2141.5083117549293
43713.59,44049.0,43563.0,43789.51,18956.61758,1702252799999,830485162.5569534,830667,8841.90643,387376075.3824843,0,0.0017365305076681,0.0954974775006467,741.0423456117703,74.04652348821291,39845.2795,37151.9782,30253.8623,2156.325843417748
43789.5,43804.5,40222.0,41253.4,76663.89804,1702339199999,3205540835.5114336,2087142,36499.24269,1525642878.1521034,0,-0.0579159255264559,-0.0175680084589352,1003.7742938478734,57.13976683974653,40120.867,37377.197,30327.76035,1941.050737530568
41253.41,42104.12,40680.0,41492.39,42722.69773,1702425599999,1773961284.3375635,1526411,21394.91158,888438328.8915346,0,0.005793219467971,-0.0585599178822925,1187.0060989690903,58.11040664860875,40325.0695,37545.645,30401.6927,1769.332398302373
41492.38,43475.2,40555.0,42869.03,45865.99773,1702511999999,1919703389.4848804,1724659,22354.97386,935785466.0225856,0,0.033178132182793,-0.0204205911473907,1146.8527858985033,63.2703579641144,40603.807,37724.571,30481.766500000005,1724.4493416614496
42869.03,43420.0,41400.0,43022.26,42047.05709,1702598399999,1798740625.30166,1599536,20579.79343,880356342.3815118,0,0.003574375254117,-0.005797591762465,1138.5030262541366,63.80479749120241,40869.2415,37895.0952,30556.5528,1681.8561851289703
43022.26,43080.81,41666.0,41940.3,33421.7932,1702684799999,1416898938.5099788,1323628,16321.13654,691713304.7485888,0,-0.0251488415531866,-0.0505012452743304,1031.1009353711097,57.44838876801747,41077.223,38050.868,30627.5723,1543.0088267616084
41940.29,42724.43,41605.0,42278.03,24118.85747,1702771199999,1020469627.8857332,1180886,12193.50511,515909440.9100929,0,0.0080526367241053,-0.0328403517440796,903.6174748354256,58.82722208330167,41318.753,38218.5882,30700.49045,1443.5825622086925
42278.02,42424.07,41252.0,41374.65,27722.11452,1702857599999,1161963642.9627964,1227634,13245.86404,555309260.127941,0,-0.021367599199868,-0.055146997534341,716.4349735283961,53.80491542700626,41525.3505,38364.4612,30771.31195,1277.1689069355125
41374.64,42757.81,40542.93,42657.8,46734.0925,1702943999999,1936003306.0825727,1741647,23255.79871,963775419.5731498,0,0.0310129511669585,0.0340432546165891,655.8566565655126,59.14079955461895,41767.297000000006,38527.0994,30850.5113,1234.5927507307715
42657.8,43497.0,41811.1,42275.99,40927.86444,1703030399999,1747830242.4615936,1609188,20163.65946,861082883.3110158,0,-0.0089505319074121,0.0188853907909378,569.4646059149414,57.02989897268719,41988.3645,38683.1246,30925.6783,1156.7081525563335
42275.99,44283.0,42206.0,43668.93,48710.2947,1703116799999,2115813869.7796192,1934588,23912.13682,1038694005.77614,0,0.0329487257424367,0.0186591579049024,745.1865282690391,62.31463296331592,42285.613,38863.7078,31008.67685,1193.6233174902518
43668.92,44242.35,43286.72,43861.8,34624.29384,1703203199999,1514529919.1877797,1500702,17058.89545,746266380.7692404,0,0.0044166413053858,0.0195140841043683,901.8984057290022,62.9932958793744,42544.577000000005,39032.5152,31092.4098,1224.3285513559676
43861.79,44398.26,43412.54,43969.04,32783.19638,1703289599999,1436074497.5128598,1404109,16049.22275,703199211.0393196,0,0.002444952099549,0.0483720908052636,984.3966096327752,63.38809889221452,42770.5115,39213.0642,31183.614,1242.987654226752
43969.04,43988.68,43291.1,43702.16,16557.1293,1703375999999,722943825.3332176,849658,7765.30564,339046509.1677196,0,-0.0060697254249807,0.0336848713149597,988.9452831169932,61.62608812456735,42957.0065,39392.7718,31265.9744,1222.1519353451586
43702.15,43946.0,42500.0,42991.5,25144.33496,1703462399999,1093460634.889423,1137678,11841.26614,514962029.1783347,0,-0.016261438793872,0.0390782761908559,660.449278305021,57.07633884597397,43007.0265,39551.3604,31349.2352,1135.2091705764396
42991.5,43802.32,42720.43,43576.13,27021.23992,1703548799999,1172053386.5109816,1168428,13691.2393,593900885.8031462,0,0.0135987346335904,0.0215278331278216,599.0782831263521,59.711503939270806,42982.167,39722.6454,31434.6228,1100.7919141841269
43576.12,43592.68,41637.6,42508.93,41010.04282,1703635199999,1746333612.3049452,1475816,21096.16634,898267435.237983,0,-0.0244904721920005,0.0055099833262333,525.9724356160701,53.28116075696322,42919.47900000001,39871.9022,31514.7784,976.1494265356304
42508.93,43677.0,42098.69,43428.85,36191.21136,1703721599999,1554082990.052276,1439770,18982.83267,815239612.617364,0,0.0216406293924593,-0.0054977303084825,518.4879647400539,57.52712852401098,42927.264500000005,40032.4968,31602.7166,940.7547775057756
43428.86,43787.57,42241.79,42563.76,35150.52485,1703807999999,1508408742.378081,1391826,17422.8191,747631903.0553988,0,-0.0199197077518745,-0.0295938607170704,569.6101548380058,52.6785505928283,42846.903000000006,40171.2776,31685.90765,833.2930464709207
42563.76,43111.0,41300.0,42066.95,42597.18912,1703894399999,1803086285.2465773,1571137,21195.34128,897324724.7968955,0,-0.0116721361082762,-0.0432597573201508,620.1129206226567,50.06866530841132,42764.5705,40278.5948,31766.71645,699.9715985493604
42066.94,42612.32,41520.3,42140.28,22906.57818,1703980799999,964875790.984935,936545,11727.69648,494133887.90718114,0,0.0017431736790995,-0.0357391945844325,596.1916144833909,50.45881389782281,42682.109,40375.3678,31847.7466,593.3902749806148
42140.29,42899.0,41965.84,42283.58,23585.91603,1704067199999,1001519241.5559052,1016484,11997.14865,509478742.7445108,0,0.0034005469351414,-0.0164665108219066,609.0482728536639,51.260287127884126,42733.618,40478.4394,31933.5215,514.5554456890895
42283.58,44184.1,42180.77,44179.55,27174.29903,1704153599999,1169995682.0280013,1114623,14331.7318,617352094.5605193,0,0.0448393915557765,0.0138474894397462,780.196837550096,60.39068848382007,42867.976,40620.7478,32026.4268,598.1718564072507
44179.55,45879.63,44148.34,44946.91,65146.40661,1704239999999,2944331821.823076,2247532,33817.14447,1527964124.2375848,0,0.0173691221390892,0.0573521845880384,1127.3742780880625,63.380677460257736,42971.87,40790.4274,32119.43635,718.0804191476054
44946.91,45500.0,40750.0,42845.23,81194.55173,1704326399999,3507104563.744232,2658041,39103.99162,1687665202.9513144,0,-0.046759165424275,-0.0134385322199412,1119.4429958601286,51.83873714273196,42963.0185,40936.3082,32201.07755,636.1872370308192
42845.23,44729.58,42613.77,44151.1,48038.06334,1704412799999,2095095359.4936347,1819944,23605.90059,1030075267.839013,0,0.0304787720826797,0.0372932278539301,1174.860435638167,57.0699391199917,43073.5585,41062.1662,32290.1332,668.9478808193016
44151.1,44357.46,42450.0,44145.11,48075.25327,1704499199999,2100953924.3687155,2064845,24015.06426,1049655019.1400094,0,-0.0001356704589465,0.049401252051789,1091.4380110789075,57.03933431394574,43166.9125,41221.7982,32376.637,686.5138794476734
44145.12,44214.42,43397.05,43968.32,17835.06144,1704585599999,781212883.4916061,956642,9048.57073,396341787.3638776,0,-0.0040047470716462,0.0433798731285126,907.410326289288,56.08339120815664,43296.596000000005,41368.8862,32454.93865,678.3499880089585
